"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Pdap1","EC_WT","Pdgfa","Kitl,Thbs1,Ralb,Vasp,Actg1,Raf1,Map2k1,Map2k3,Nras","FAP_WT","mmu04015","0.614193703825132"
"Pdap1","FAP_WT","Pdgfa","Pdgfa,Tnfsf9,Ifngr2","FAP_WT","mmu04060","0.668165791385807"
"Pdap1","FAP_WT","Pdgfa","Tgfb3,Lifr,Ifnar1,Ifngr1,Tgfbr2,Acvr1","FAP_WT","mmu04060","0.693861748962164"
"Pdap1","FAP_WT","Pdgfa","Pdgfrb,Insr,Gab2,Sos1,Sos2,Pik3ca,Pik3r1,Akt3,Plcg1,Fyn,Pld1,Raf1,Pip5k1a,Dgka,Dgkh,Dgkd,F2r,Cyth3,Gnas","FAP_WT","mmu04072","0.620747231651038"
"Pdap1","FAP_WT","Pdgfa","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","FAP_WT","mmu04151","0.635168437534194"
"Pdap1","FAP_WT","Pdgfa","Fgfr1,Ifnar1,Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Thbs2,Thbs3,Thbs4,Fn1,Vtn,Tnc,F2r,Gnb4,Gng11,Eif4b,Ppp2r5a,Rbl2,Creb3,Ikbkg,Ikbkb","FAP_WT","mmu04151","0.633010225767254"
"Pdap1","FAP_WT","Pdgfa","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.605927488876314"
"Pdap1","EC_WT","Pdgfa","Gng10,Gngt2,Akt2,Them4","FAP_WT","mmu04151","0.620866733093027"
"Pdap1","FAP_WT","Pdgfa","Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Ppp1cc,Parva,Vav3,Rap1b,Mapk9,Birc2","FAP_WT","mmu04510","0.657640125709512"
"Pdap1","FAP_WT","Pdgfa","Comp,Igf1,Jun","FAP_WT","mmu04510","0.718796732166218"
"Pdap1","FAP_WT","Pdgfa","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","FAP_WT","mmu04510","0.600669951354921"
"Pdap1","EC_WT","Pdgfa","Gnai2,Grb2,Mapk3,Mapk7,Adcy4","EC_WT","mmu04540","0.628919395892586"
"Pdap1","FAP_WT","Pdgfa","Map2k2,Tuba4a,Tuba1a,Tuba1c,Tuba1b,Tubb4b,Tubb6,Tubb5,Cdk1","FAP_WT","mmu04540","0.653872635042849"
"Pdap1","FAP_WT","Pdgfa","Cd14,Pik3cd,Map2k2,Pak4,Ppp1ca,Limk1,Arpc4,Pfn1,Iqgap3","FAP_WT","mmu04810","0.632630886636067"
"Pdap1","EC_WT","Pdgfa","Itga5,Gna12,Vav2,Mapk3,Arhgef1,Git1,Slc9a1,Pip5k1c,Baiap2,Arpc1b,Actb,Pxn,Cfl1,Ssh3","EC_WT","mmu04810","0.629128504425879"
"Pdap1","FAP_WT","Pdgfa","Vav3,Mylpf,Tmsb4x","FAP_WT","mmu04810","0.634319019639949"
"Pdap1","EC_WT","Pdgfa","Myc,Jak1,Anapc1,Pdgfa,Pdgfrb,Ets2","FAP_WT","mmu05166","0.65942433876335"
"Pdap1","FAP_WT","Pdgfa","Ran,H2-T10,Calr,Fdps,Rras2,Vdac1,Slc25a4,Slc25a5,Vdac2,Vdac3,Vac14,Ranbp1,Mad2l1,Bub1b,Bub3,Cdc20,Anapc7,Pcna,Pold3,Pole2,Pole3,Pole4,Ccnd1,Cdk4,E2f1,Kat2a,Cdkn2c,Mybl2,Chek2,Ccnb2","FAP_WT","mmu05166","0.627076898477964"
"Pdap1","EC_WT","Pdgfa","H2-T23,Dvl3,Adcy4,Crtc1,Crtc2,Crtc3","EC_WT","mmu05166","0.641554732488492"
"Pdap1","FAP_WT","Pdgfa","Casp9,Tcf7l2,Adcy7,Gng2,Ikbkb,Igf1,Smad3,Arnt","FAP_WT","mmu05200","0.653656990242377"
"Pdap1","EC_WT","Pdgfa","Myc,Gna13,Itgav,Nfkbia,Ptgs2,Birc3,Traf3,Cbl,Cblb,Jak1,Stat3,Nras,Ccdc6,Hif1a","FAP_WT","mmu05200","0.703626802941596"
"Pdap1","EC_WT","Pdgfa","Gng11,Gngt2,Bcl2,Rala","EC_WT","mmu05200","0.652500113661298"
"Pdap1","EC_WT","Pdgfa","Ncor1,Aff1,Ccnt1,Dot1l,Bmp2k,Igf1r,Pdgfa,Nr4a3,Nfkb1","FAP_WT","mmu05202","0.636662718870191"
"Pdap1","FAP_WT","Pdgfa","Ccnd1,Mtor,Slc7a1,Abcb1b","FAP_WT","mmu05206","0.707990939651729"
"Pdap1","EC_WT","Pdgfa","Pim1,Mcl1,Zeb2,Rassf1,Ccng1,Nras,Notch2,Thbs1,Ptgs2,Mdm2,Raf1","FAP_WT","mmu05206","0.609377343714583"
"Pdap1","EC_WT","Pdgfa","Dnmt3a,Crebbp,Abl1,Bmf,Stat3,Notch1,Shc1,Pdgfa,Pdgfrb","EC_WT","mmu05206","0.63080481131931"
"Pdap1","FAP_WT","Pdgfa","Pdgfa,Pdgfrb,Plcg1,Camk2g,Shc1,Sos1,Sos2,Kras,Araf,Braf,Raf1,Pik3ca,Pik3r1,Akt3,Pten","FAP_WT","mmu05214","0.633096921680169"
"Pdap1","EC_WT","Pdgfa","Calml4,Pik3r2,Akt2","FAP_WT","mmu05214","0.619746089000119"
"Pdap1","EC_WT","Pdgfa","Map2k1,Mapk1,E2f3","FAP_WT","mmu05214","0.606291614045996"
"Pdap1","FAP_WT","Pdgfa","Cdkn1b,Fgfr1,Pik3ca,Pik3r1,Pten,Pdpk1,Akt3,Gsk3b,Creb1,Creb3l2,Ctnnb1,Ep300,Sos1,Sos2,Kras,Araf,Braf","FAP_WT","mmu05215","0.615320982026118"
"Pdap1","EC_WT","Pdgfa","Cdk2,E2f3,Mdm2,Atf4,Chuk,Nfkbia,Nfkb1,Nras,Raf1,Map2k1,Mapk1,Hsp90aa1,Hsp90ab1,Hsp90b1","FAP_WT","mmu05215","0.605453299936012"
"Pdap1","FAP_WT","Pdgfa","Ccne1,E2f1,Akt1,Akt2,Bad,Map2k2,Gstp1","FAP_WT","mmu05215","0.712401923650036"
"Pdap1","EC_WT","Pdgfa","Trp53,Rela,Mapk3","EC_WT","mmu05215","0.758805407651332"
"Pdap1","FAP_WT","Pdgfa","Trp53,Rela,Mapk3","EC_WT","mmu05215","0.60995759331301"
"Pdap1","FAP_WT","Pdgfa","Fgfr1,Kras,Araf,Braf,Pik3r1,Akt3,Pten","FAP_WT","mmu05218","0.634858711632849"
"Pdap1","FAP_WT","Pdgfa","Map2k2,Cdk4,Pik3cd,Akt1,Bad,Trp53,E2f1","FAP_WT","mmu05218","0.638997386687196"
"Pdap1","FAP_WT","Pdgfa","Sos1,Sos2,Kras,Mapk8,Mapk9,Pik3ca,Pik3r1,Pdpk1,Akt3,Tsc1,Rheb,Rps6kb1,Wasl,Sp1,Pld1,Slc44a2,Chkb,Jun,Fos,Plcg1,Dgka,Dgkq,Dgkd,Gpcpd1","FAP_WT","mmu05231","0.613960472518348"
"Pdap1","EC_WT","Pdgfa","Mapk3,Ralgds,Tsc2,Rps6kb2,Pld2","EC_WT","mmu05231","0.734039851507227"
"BC096441","FAP_WT","Fas","Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1","EC_WT","mmu04010","0.688939342917873"
"BC096441","FAP_WT","Fas","Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1","FAP_WT","mmu04010","0.602715176689636"
"BC096441","EC_WT","Fas","Tnf,Il1b,Il1r2,Cd14,Taok3,Arrb2,Mapkapk3,Dusp10","EC_WT","mmu04010","0.65534464802099"
"BC096441","EC_WT","Fas","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Fas","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Fas","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Fas","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","EC_WT","Fas","Tnf,Ctsb,Ctsc,Ctsd,Ctsh,Ctss,Ctsz,Bcl2l11,Pmaip1,Pik3cd","EC_WT","mmu04210","0.674592663244087"
"BC096441","FAP_WT","Fas","Actg1,Atf4,Nfkbia,Nfkb1,Nras,Raf1,Map2k1","FAP_WT","mmu04210","0.760203773022108"
"BC096441","FAP_WT","Fas","Icam1,Nras,Araf,Raf1,Ifngr2","FAP_WT","mmu04650","0.624847016692152"
"BC096441","EC_WT","Fas","Map2k2,Tnf,Tyrobp,Fcer1g,Syk,Sh3bp2,Pik3cd,Bid","EC_WT","mmu04650","0.619376836203797"
"BC096441","FAP_WT","Fas","Birc3,Map2k3,Nfkbia,Ripk3,Ccl2,Cxcl1,Cxcl2,Cxcl10,Csf1,Il1b,Il6,Tnfaip3,Ptgs2,Traf3","FAP_WT","mmu04668","0.634403075729001"
"BC096441","FAP_WT","Fas","Tab1,Pik3r2,Akt2","FAP_WT","mmu04668","0.80478789677385"
"BC096441","FAP_WT","Fas","Il6,Socs3,Nfkb1,Adipor1,Atf4,Ndufs1","FAP_WT","mmu04932","0.765891878844873"
"BC096441","FAP_WT","Fas","Psenen,Psen2,Cox7a2l,Apoe,Calml4,Casp9,Cdk5","FAP_WT","mmu05010","0.610456877382925"
"BC096441","EC_WT","Fas","Tlr2,Ifngr2,C3","EC_WT","mmu05142","0.671860781632179"
"BC096441","FAP_WT","Fas","Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1","FAP_WT","mmu05142","0.634493725476731"
"BC096441","FAP_WT","Fas","Myd88,Il6,Fas,Icam1,Gnaq","FAP_WT","mmu05143","0.690352031864777"
"BC096441","FAP_WT","Fas","Pik3r2,Akt2,Casp9,Creb3l1","FAP_WT","mmu05161","0.677306129975395"
"BC096441","FAP_WT","Fas","Ifih1,Myd88,Irak1,Nfkbia,Nfkb1,Tnfaip3,Il6,Ifngr2,Cdk2,Eif2ak2","FAP_WT","mmu05162","0.740060473028698"
"BC096441","FAP_WT","Fas","Pik3r2,Akt2,Casp9","FAP_WT","mmu05164","0.711614388681716"
"BC096441","FAP_WT","Fas","Nfkb1,Mavs,Crebbp,Ep300,Per1","FAP_WT","mmu05168","0.627213613189268"
"BC096441","EC_WT","Fas","Tlr2,C3,Ifngr2","EC_WT","mmu05168","0.671860781632179"
"BC096441","FAP_WT","Fas","Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2","EC_WT","mmu05200","0.6347606778225"
"BC096441","FAP_WT","Fas","Myc,Gna13,Itgav,Nfkbia,Ptgs2,Birc3,Traf3,Cbl,Cblb,Jak1,Stat3,Nras,Ccdc6,Hif1a","FAP_WT","mmu05200","0.754152981039439"
"BC096441","FAP_WT","Fas","Rhoa,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Stat5b,Vegfb,Flt3l,Dapk2,Dapk3,Max,Tgfb1,Vhl,Rbx1,Egln1","FAP_WT","mmu05200","0.647394239268665"
"BC096441","EC_WT","Fas","Cxcr4,Adcy3,Pik3cd,Stat5a,Runx1,Cebpa,Csf2ra,Bid","EC_WT","mmu05200","0.628407801064116"
"BC096441","EC_WT","Fas","Pgf,Stk4,Bmp2","EC_WT","mmu05200","0.750158125421608"
"BC096441","FAP_WT","Fas","Cd44,Nras,Tlr2,Mdm2,Plau,Itgav,Sdc4,Hbegf","FAP_WT","mmu05205","0.639873945605181"
"BC096441","FAP_WT","Fas","Cttn,Raf1,Map2k1,Mapk1,Rac1,Iqgap1,Actg1,Flna,Stat3,Igf1r,Myc,Hif1a,Cbl,Cblb,Thbs1,Msn,Ptpn11","FAP_WT","mmu05205","0.685961910561536"
"BC096441","FAP_WT","Fas","Mapk3,Actb,Arhgef1,Akt1,Trp53,Plaur,Itga5,Pxn,Hspg2","EC_WT","mmu05205","0.620128130740568"
"BC096441","EC_WT","Tnfrsf11b","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf11b","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf11b","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf11b","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","FAP_WT","Tnfrsf11b","Mapk3,Akt1,Tnfrsf1a,Map3k14,Relb,Nfkb2,Rela,Tyk2","EC_WT","mmu04380","0.608240773644423"
"BC096441","EC_WT","Tnfrsf11b","Pik3cd,Il1b,Tnf,Fosb,Fcgr3,Sirpa,Tyrobp,Syk","EC_WT","mmu04380","0.682676066359982"
"BC096441","FAP_WT","Tnfrsf11b","Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2","FAP_WT","mmu04380","0.688487825710133"
"BC096441","EC_WT","Tnfrsf12a","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf12a","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf12a","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf12a","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","EC_WT","Tnfrsf13b","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf13b","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf13b","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf13b","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","FAP_WT","Tnfrsf13b","Cxcl12,Ltbr,Map3k14","EC_WT","mmu04672","0.614127161777776"
"BC096441","EC_WT","Tnfrsf14","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf14","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf14","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf14","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","FAP_WT","Tnfrsf14","Nfkb1,Mavs,Crebbp,Ep300,Per1","FAP_WT","mmu05168","0.627213613189268"
"BC096441","EC_WT","Tnfrsf14","Tlr2,C3,Ifngr2","EC_WT","mmu05168","0.671860781632179"
"BC096441","EC_WT","Tnfrsf17","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf17","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf17","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf17","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","FAP_WT","Tnfrsf17","Cxcl12,Ltbr,Map3k14","EC_WT","mmu04672","0.614127161777776"
"BC096441","FAP_WT","Tnfrsf1a","Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1","EC_WT","mmu04010","0.688939342917873"
"BC096441","FAP_WT","Tnfrsf1a","Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1","FAP_WT","mmu04010","0.602715176689636"
"BC096441","EC_WT","Tnfrsf1a","Tnf,Il1b,Il1r2,Cd14,Taok3,Arrb2,Mapkapk3,Dusp10","EC_WT","mmu04010","0.65534464802099"
"BC096441","EC_WT","Tnfrsf1a","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.669736831521355"
"BC096441","FAP_WT","Tnfrsf1a","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.647229088465433"
"BC096441","FAP_WT","Tnfrsf1a","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.623793219761517"
"BC096441","EC_WT","Tnfrsf1a","Tnfsf13,Cxcr4,Tnfrsf14","EC_WT","mmu04060","0.678408145424642"
"BC096441","EC_WT","Tnfrsf1a","Syk,Il1b,Tnf,Cd14,Ticam1,Ccl4,Parp1,Cxcl2","EC_WT","mmu04064","0.650089345375799"
"BC096441","EC_WT","Tnfrsf1a","Lyn,Ddx58,Trim25,Csnk2a2,Csnk2b","FAP_WT","mmu04064","0.645354188441358"
"BC096441","FAP_WT","Tnfrsf1a","Bcl10,Malt1,Myd88,Irak1,Traf6,Ripk1,Birc2,Birc3,Tlr4,Map3k7,Tab2,Tab3,Chuk,Nfkbia,Nfkb1,Cflar,Xiap,Tnfaip3,Ptgs2,Vcam1,Plau,Csnk2a1,Icam1,Gadd45b","FAP_WT","mmu04064","0.611919471196281"
"BC096441","FAP_WT","Tnfrsf1a","Degs2,Akt2,Pik3r2","FAP_WT","mmu04071","0.748465019518053"
"BC096441","EC_WT","Tnfrsf1a","Tnf,Ctsd,Bid,Fcer1g,Pik3cd,Sgpl1,S1pr2","EC_WT","mmu04071","0.686439147060989"
"BC096441","FAP_WT","Tnfrsf1a","Atp6v1c1,Atp6v1d,Atp6v1e1,Lamtor3,Lamtor5,Nprl2,Rhoa","EC_WT","mmu04150","0.687685748301312"
"BC096441","FAP_WT","Tnfrsf1a","Telo2,Sec13,Map2k1","EC_WT","mmu04150","0.608960174644545"
"BC096441","FAP_WT","Tnfrsf1a","Telo2,Sec13,Map2k1","FAP_WT","mmu04150","0.658921125258155"
"BC096441","EC_WT","Tnfrsf1a","Tnf,Ctsb,Ctsc,Ctsd,Ctsh,Ctss,Ctsz,Bcl2l11,Pmaip1,Pik3cd","EC_WT","mmu04210","0.674592663244087"
"BC096441","FAP_WT","Tnfrsf1a","Actg1,Atf4,Nfkbia,Nfkb1,Nras,Raf1,Map2k1","FAP_WT","mmu04210","0.760203773022108"
"BC096441","FAP_WT","Tnfrsf1a","Casp3,Apaf1,Birc3,Birc6","FAP_WT","mmu04215","0.663754541121277"
"BC096441","FAP_WT","Tnfrsf1a","Mapk3,Akt1,Tnfrsf1a,Map3k14,Relb,Nfkb2,Rela,Tyk2","EC_WT","mmu04380","0.608240773644423"
"BC096441","EC_WT","Tnfrsf1a","Pik3cd,Il1b,Tnf,Fosb,Fcgr3,Sirpa,Tyrobp,Syk","EC_WT","mmu04380","0.682676066359982"
"BC096441","FAP_WT","Tnfrsf1a","Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2","FAP_WT","mmu04380","0.688487825710133"
"BC096441","FAP_WT","Tnfrsf1a","Birc3,Map2k3,Nfkbia,Ripk3,Ccl2,Cxcl1,Cxcl2,Cxcl10,Csf1,Il1b,Il6,Tnfaip3,Ptgs2,Traf3","FAP_WT","mmu04668","0.634403075729001"
"BC096441","FAP_WT","Tnfrsf1a","Tab1,Pik3r2,Akt2","FAP_WT","mmu04668","0.80478789677385"
"BC096441","FAP_WT","Tnfrsf1a","Rps6ka3,Ptpn11,Il6,Socs3,Nfkb1,Prkag1,Mlx","FAP_WT","mmu04931","0.757300198933352"
"BC096441","FAP_WT","Tnfrsf1a","Pik3r2,Slc27a1,Nr1h3","FAP_WT","mmu04931","0.69016598189008"
"BC096441","FAP_WT","Tnfrsf1a","Il6,Socs3,Nfkb1,Adipor1,Atf4,Ndufs1","FAP_WT","mmu04932","0.765891878844873"
"BC096441","FAP_WT","Tnfrsf1a","Psenen,Psen2,Cox7a2l,Apoe,Calml4,Casp9,Cdk5","FAP_WT","mmu05010","0.610456877382925"
"BC096441","EC_WT","Tnfrsf1a","Tlr2,Ifngr2,C3","EC_WT","mmu05142","0.671860781632179"
"BC096441","FAP_WT","Tnfrsf1a","Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1","FAP_WT","mmu05142","0.634493725476731"
"BC096441","FAP_WT","Tnfrsf1a","Irgm1,Myd88,Irak1,Map2k3,Nfkb1","EC_WT","mmu05145","0.613572807821715"
"BC096441","FAP_WT","Tnfrsf1a","Irgm1,Myd88,Irak1,Map2k3,Nfkb1","FAP_WT","mmu05145","0.710860171142992"
"BC096441","FAP_WT","Tnfrsf1a","Tab1,Casp9,Pik3r2,Akt2","FAP_WT","mmu05145","0.725249758249725"
"BC096441","EC_WT","Tnfrsf1a","Tnf,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Cd74,Ctss,Fcer1g,Syk,Cd14,Il1b,Ctsd,Atp6v0a1,Tcirg1,Atp6v0d1,Fcgr3","EC_WT","mmu05152","0.646104020524815"
"BC096441","EC_WT","Tnfrsf1a","Casp8,Rfx5,Mapk14","FAP_WT","mmu05152","0.668946422562272"
"BC096441","FAP_WT","Tnfrsf1a","Cycs,Bcl10,Hspa9,Hspd1,Il6,Atp6v1h","FAP_WT","mmu05152","0.702977761056827"
"BC096441","EC_WT","Tnfrsf1a","Tlr2,C3,Atp6ap1,Lamp1,Ppp3cc","EC_WT","mmu05152","0.648349876180631"
"BC096441","FAP_WT","Tnfrsf1a","Pik3r2,Akt2,Nr1h3","FAP_WT","mmu05160","0.730257399688866"
"BC096441","FAP_WT","Tnfrsf1a","Pik3r2,Akt2,Casp9","FAP_WT","mmu05164","0.711614388681716"
"BC096441","FAP_WT","Tnfrsf1a","H2-T23,Dvl3,Adcy4,Crtc1,Crtc2,Crtc3","EC_WT","mmu05166","0.62418458941846"
"BC096441","FAP_WT","Tnfrsf1a","Nras,Anapc4,Cdc16,E2f3,Nfkbia,Il6,Atf4","FAP_WT","mmu05166","0.679635271737281"
"BC096441","FAP_WT","Tnfrsf1a","Nfkb1,Mavs,Crebbp,Ep300,Per1","FAP_WT","mmu05168","0.627213613189268"
